Empoyee_No,Empoyee_Name,FirstName,LastName,JobGrade,Contract_Type,Birthday,Status,Sex,Age,Update_DT,Create_DT
0245,Morgan Cruickshank,Morgan,Cruickshank,13,C,1968-01-17,Marry,Male,45,2019-12-20,2018-09-08
0246,Efrain Grimes,Efrain,Grimes,14,C,1965-11-08,Marry,Female,46,2019-07-11,2018-05-02
0247,Bessie Welch,Bessie,Welch,10,P,1974-11-26,Single,Male,29,2019-10-05,2018-09-22
0248,Clarice Boehm,Clarice,Boehm,15,P,1981-09-05,Single,Male,42,2019-01-17,2018-03-01
0249,Ta Swift,Ta,Swift,15,P,1963-12-30,Marry,Male,28,2019-02-16,2018-10-14
0250,Sidney Weissnat,Sidney,Weissnat,17,C,1968-09-28,Marry,Male,40,2019-06-15,2018-09-11
0251,Alberto Lindgren,Alberto,Lindgren,15,C,1959-05-19,Single,Male,49,2019-10-07,2018-10-20
0252,Elmer Beer,Elmer,Beer,18,C,1970-04-20,Single,Male,50,2019-05-16,2018-10-13
0253,Dena Rippin,Dena,Rippin,16,C,1961-01-17,Marry,Male,45,2019-02-24,2018-05-30
0254,Austin Hodkiewicz,Austin,Hodkiewicz,14,P,1981-06-07,Marry,Male,33,2019-08-01,2018-07-25
0255,Ronny Huels,Ronny,Huels,14,C,1962-07-21,Single,Female,31,2019-01-09,2018-10-21
0256,Caroline Hamill,Caroline,Hamill,18,C,1973-02-20,Marry,Male,42,2019-12-04,2018-04-29
0257,Travis Turner,Travis,Turner,20,P,1983-10-27,Marry,Female,27,2019-04-08,2018-06-06
0258,Freeman Kuphal,Freeman,Kuphal,12,P,1985-06-17,Marry,Female,40,2019-04-09,2018-08-18
0259,Sheila Wisoky,Sheila,Wisoky,15,P,1978-05-28,Single,Female,31,2019-08-04,2018-02-07
0260,Johnie Rath,Johnie,Rath,10,C,1990-03-07,Single,Male,30,2019-04-30,2018-04-08
0261,Milton Bednar,Milton,Bednar,13,P,1966-10-12,Marry,Male,47,2019-07-08,2018-12-22
0262,Raymon Schaefer,Raymon,Schaefer,18,C,1964-01-15,Single,Male,34,2019-08-16,2018-09-24
0263,Bud Schneider,Bud,Schneider,10,C,1989-03-31,Marry,Female,43,2019-04-16,2018-05-12
0264,Kendrick Kuhlman,Kendrick,Kuhlman,19,C,1995-08-07,Marry,Male,34,2019-12-13,2018-05-18
0265,Cornell Gottlieb,Cornell,Gottlieb,14,P,1978-04-29,Single,Female,32,2019-03-17,2018-06-24
0266,Sharilyn Schuster,Sharilyn,Schuster,10,P,1972-12-22,Single,Female,32,2019-03-18,2018-07-16
0267,Mireille Douglas,Mireille,Douglas,16,P,1969-04-03,Single,Female,37,2019-05-15,2018-11-17
0268,Rich McKenzie,Rich,McKenzie,17,P,1964-03-13,Marry,Female,37,2019-10-03,2018-07-29
0269,Margarette Conroy,Margarette,Conroy,14,C,1978-07-15,Single,Female,36,2019-09-08,2018-03-17
0270,Cheyenne Bahringer,Cheyenne,Bahringer,16,C,1959-06-01,Single,Female,30,2019-11-11,2018-12-14
0271,Toney Hermann,Toney,Hermann,10,P,1973-03-20,Marry,Male,39,2019-01-14,2018-11-30
0272,Eloy Prohaska,Eloy,Prohaska,16,C,1981-08-28,Single,Female,39,2019-03-11,2018-02-28
0273,Jamey Aufderhar,Jamey,Aufderhar,12,P,1996-05-12,Marry,Female,40,2019-10-26,2018-10-22
0274,Deon Anderson,Deon,Anderson,11,P,1985-07-13,Marry,Male,28,2019-04-09,2018-09-01
0275,Arleen Corkery,Arleen,Corkery,13,P,1957-05-23,Single,Male,34,2019-10-31,2018-03-28
0276,Wilbur Abernathy,Wilbur,Abernathy,10,C,1982-08-10,Single,Male,37,2019-11-29,2018-08-20
0277,Mose Kuhn,Mose,Kuhn,18,C,1990-08-04,Single,Female,32,2019-05-13,2018-05-01
0278,Gregg Kunde,Gregg,Kunde,16,P,1976-11-18,Single,Male,47,2019-05-31,2018-08-26
0279,Nicolette Glover,Nicolette,Glover,10,P,1991-03-06,Single,Male,36,2019-01-25,2018-12-01
0280,Santos Walsh,Santos,Walsh,20,P,1971-01-21,Marry,Male,40,2019-08-25,2018-06-02
0281,Normand Carter,Normand,Carter,15,C,1991-08-14,Single,Male,38,2019-01-20,2018-01-19
0282,Pinkie Wiegand,Pinkie,Wiegand,11,P,1961-03-11,Single,Female,32,2019-11-09,2018-02-28
0283,Antonia Armstrong,Antonia,Armstrong,18,C,1977-02-19,Single,Male,33,2019-02-04,2018-05-25
0284,Johnie Hauck,Johnie,Hauck,13,P,1964-09-26,Single,Female,50,2019-10-15,2018-12-04
0285,Woodrow Haag,Woodrow,Haag,16,C,1972-08-06,Single,Male,41,2019-04-20,2018-03-01
0286,Leisa Barrows,Leisa,Barrows,11,C,1971-08-24,Marry,Female,42,2019-02-04,2018-06-08
0287,Shawn Bernier,Shawn,Bernier,13,P,1957-09-10,Single,Female,46,2019-01-30,2018-08-01
0288,Leilani O'Conner,Leilani,O'Conner,17,P,1960-03-22,Marry,Male,38,2019-12-14,2018-03-06
0289,Tamera Parisian,Tamera,Parisian,13,P,1977-12-24,Marry,Male,37,2019-07-07,2018-12-27
0290,Cordie Pacocha,Cordie,Pacocha,15,P,1984-08-09,Marry,Female,35,2019-01-14,2018-11-05
0291,Malissa Watsica,Malissa,Watsica,18,P,1993-07-30,Single,Male,30,2019-10-09,2018-08-10
0292,Freddie Ziemann,Freddie,Ziemann,19,C,1989-10-06,Marry,Male,48,2019-09-16,2018-04-28
0293,Del Torp,Del,Torp,11,C,1969-07-22,Marry,Male,30,2019-03-02,2018-10-16
0294,Edgardo Feest,Edgardo,Feest,16,P,1980-03-21,Single,Female,38,2019-12-03,2018-10-25
0295,Edgar Toy,Edgar,Toy,18,C,1982-06-02,Single,Male,35,2019-02-24,2018-06-08
0296,Britni Goodwin,Britni,Goodwin,10,C,1991-05-29,Marry,Female,32,2019-12-17,2018-10-18
0297,Edward Cummerata,Edward,Cummerata,14,C,1963-11-11,Marry,Female,44,2019-12-21,2018-11-07
0298,Bert Paucek,Bert,Paucek,20,P,1959-02-23,Marry,Male,28,2019-06-27,2018-01-05
0299,Kurtis Weimann,Kurtis,Weimann,13,P,1972-10-09,Marry,Male,46,2019-04-23,2018-03-14
0300,Bettina Nitzsche,Bettina,Nitzsche,20,P,1968-01-14,Single,Male,40,2019-04-02,2018-10-24
0301,Jetta Gaylord,Jetta,Gaylord,12,P,1974-09-13,Marry,Female,37,2019-12-23,2018-07-05
0302,Walton Abbott,Walton,Abbott,14,P,1971-10-21,Single,Female,34,2019-02-02,2018-07-17
0303,Ute Bogisich,Ute,Bogisich,11,P,1969-05-08,Single,Female,50,2019-10-03,2018-04-15
0304,Caron Botsford,Caron,Botsford,13,P,1979-06-26,Single,Male,39,2019-01-08,2018-04-25
0305,Ivey Bergnaum,Ivey,Bergnaum,11,C,1995-05-22,Single,Male,39,2019-07-06,2018-07-19
0306,Emmanuel Greenholt,Emmanuel,Greenholt,13,C,1988-02-04,Single,Female,49,2019-04-10,2018-10-07
0307,Fallon Kohler,Fallon,Kohler,11,C,1989-09-04,Marry,Male,41,2019-10-09,2018-12-15
0308,Khadijah Johnston,Khadijah,Johnston,20,C,1995-03-25,Single,Female,28,2019-09-28,2018-06-17
0309,Apolonia Friesen,Apolonia,Friesen,15,P,1996-07-09,Single,Male,42,2019-11-09,2018-08-09
0310,Roberto DuBuque,Roberto,DuBuque,16,P,1965-05-31,Single,Female,36,2019-04-23,2018-05-17
0311,Rey Murazik,Rey,Murazik,13,C,1984-03-24,Marry,Male,27,2019-05-08,2018-01-04
0312,Noriko Brekke,Noriko,Brekke,18,C,1993-09-21,Single,Female,49,2019-03-27,2018-05-28
0313,Kay Sipes,Kay,Sipes,19,P,1969-08-03,Single,Male,45,2019-03-28,2018-12-05
0314,Deandra Greenholt,Deandra,Greenholt,17,C,1977-12-06,Single,Male,39,2019-12-26,2018-04-30
0315,Melodi Schultz,Melodi,Schultz,10,C,1996-04-08,Single,Female,33,2019-09-11,2018-03-23
0316,Todd Williamson,Todd,Williamson,14,P,1991-05-17,Marry,Female,31,2019-11-20,2018-08-23
0317,Trent Stiedemann,Trent,Stiedemann,16,C,1980-03-14,Single,Male,47,2019-03-25,2018-06-14
0318,Grady Abshire,Grady,Abshire,19,P,1991-07-01,Single,Female,49,2019-12-01,2018-03-09
0319,Megan Schumm,Megan,Schumm,16,C,1963-03-11,Marry,Female,44,2019-08-07,2018-08-14
0320,Jamey King,Jamey,King,13,P,1968-01-04,Single,Female,33,2019-08-10,2018-03-08
0321,Ami Ratke,Ami,Ratke,16,P,1975-03-21,Single,Male,48,2019-06-12,2018-12-29
0322,Nestor Strosin,Nestor,Strosin,10,P,1972-01-15,Single,Female,45,2019-07-22,2018-08-22
0323,Dick Hane,Dick,Hane,11,C,1987-02-03,Single,Female,50,2019-11-13,2018-05-28
0324,Elicia Lind,Elicia,Lind,20,C,1979-03-17,Marry,Female,36,2019-12-02,2018-06-25
0325,Steve Lockman,Steve,Lockman,11,P,1995-01-15,Marry,Male,36,2019-10-04,2018-04-14
0326,Willy Ledner,Willy,Ledner,12,C,1966-03-25,Single,Female,29,2019-01-31,2018-05-08
0327,Kamilah Marks,Kamilah,Marks,14,C,1981-09-25,Single,Male,36,2019-04-29,2018-08-27
0328,Donovan Hoppe,Donovan,Hoppe,14,P,1959-01-24,Marry,Male,40,2019-10-17,2018-03-12
0329,Eduardo Dibbert,Eduardo,Dibbert,13,C,1994-09-28,Single,Female,33,2019-05-30,2018-09-04
0330,Otto Watsica,Otto,Watsica,15,C,1978-04-17,Single,Female,41,2019-06-28,2018-05-10
0331,Clement Roberts,Clement,Roberts,13,P,1986-05-29,Marry,Female,32,2019-10-04,2018-03-25
0332,Elias Hauck,Elias,Hauck,17,P,1984-11-23,Single,Female,48,2019-04-16,2018-12-07
0333,Jermaine Pagac,Jermaine,Pagac,11,P,1975-08-13,Single,Female,33,2019-10-08,2018-09-19
0334,Britt Cormier,Britt,Cormier,19,P,1990-03-04,Single,Male,50,2019-11-24,2018-12-16
0335,Reinaldo Rice,Reinaldo,Rice,14,P,1964-01-08,Marry,Male,35,2019-12-05,2018-12-13
0336,Sammie Bogisich,Sammie,Bogisich,19,P,1960-02-02,Single,Male,49,2019-01-18,2018-01-03
0337,Ned Johnson,Ned,Johnson,10,P,1986-06-29,Single,Male,30,2019-02-01,2018-05-07
0338,Bryce Towne,Bryce,Towne,15,C,1963-03-29,Single,Male,36,2019-07-24,2018-06-03
0339,Cecily Lang,Cecily,Lang,19,C,1965-02-14,Single,Male,43,2019-07-08,2018-09-29
0340,Michelle Howe,Michelle,Howe,18,C,1989-10-20,Marry,Male,49,2019-06-13,2018-07-27
0341,Cordia Schaden,Cordia,Schaden,11,C,1966-11-16,Marry,Female,43,2019-01-15,2018-02-18
0342,Danial Crooks,Danial,Crooks,17,C,1959-04-25,Single,Male,31,2019-11-23,2018-07-08
0343,Marvin Cronin,Marvin,Cronin,13,C,1979-10-27,Marry,Male,33,2019-09-24,2018-12-11
0344,Franklin Bernhard,Franklin,Bernhard,20,C,1970-09-22,Single,Male,48,2019-06-07,2018-08-15
0345,Delbert Klein,Delbert,Klein,16,C,1981-08-18,Marry,Female,37,2019-01-05,2018-01-01
0346,Jessika Senger,Jessika,Senger,20,P,1979-05-01,Marry,Male,34,2019-01-10,2018-12-09
0347,Amalia Schimmel,Amalia,Schimmel,12,C,1964-08-23,Single,Female,46,2019-03-04,2018-09-29
0348,Jospeh Streich,Jospeh,Streich,15,C,1982-03-15,Single,Female,39,2019-12-07,2018-09-06
0349,Sunny Carter,Sunny,Carter,17,P,1961-05-06,Single,Female,49,2019-11-09,2018-11-28
0350,Johnson Dibbert,Johnson,Dibbert,20,C,1995-07-25,Single,Female,44,2019-09-14,2018-09-10
0351,Carroll Gerhold,Carroll,Gerhold,15,C,1980-09-23,Marry,Male,33,2019-07-19,2018-10-16
0352,Janean Walsh,Janean,Walsh,19,P,1961-11-10,Marry,Male,30,2019-04-11,2018-10-21
0353,Wilfred Nikolaus,Wilfred,Nikolaus,15,P,1974-07-07,Marry,Female,48,2019-02-23,2018-02-20
0354,Mario Feest,Mario,Feest,20,P,1991-06-05,Marry,Male,47,2019-09-18,2018-10-28
0355,Aimee Welch,Aimee,Welch,12,C,1961-10-18,Single,Male,36,2019-05-19,2018-09-08
0356,Ricky Smith,Ricky,Smith,13,C,1957-07-25,Marry,Female,27,2019-06-14,2018-03-26
0357,Alphonso Zulauf,Alphonso,Zulauf,18,C,1974-08-17,Single,Female,36,2019-05-20,2018-08-14
0358,Kenia Rau,Kenia,Rau,10,P,1984-09-16,Marry,Female,50,2019-10-13,2018-12-07
0359,Catalina Botsford,Catalina,Botsford,13,P,1992-02-06,Single,Female,39,2019-08-22,2018-10-26
0360,Edgardo Jacobi,Edgardo,Jacobi,17,P,1972-09-12,Single,Male,29,2019-06-24,2018-08-24
0361,Roma Goyette,Roma,Goyette,14,P,1963-01-15,Single,Female,29,2019-01-12,2018-04-16
0362,Jed Effertz,Jed,Effertz,10,C,1979-04-28,Single,Female,42,2019-08-07,2018-08-28
0363,Robbin Wilderman,Robbin,Wilderman,14,P,1974-10-28,Marry,Male,31,2019-11-21,2018-12-09
0364,Celestine Weissnat,Celestine,Weissnat,19,P,1970-12-12,Single,Female,50,2019-07-22,2018-04-16
0365,Alden Botsford,Alden,Botsford,19,C,1991-08-11,Marry,Female,29,2019-01-01,2018-07-13
0366,Yahaira Hettinger,Yahaira,Hettinger,12,P,1977-10-18,Single,Female,34,2019-05-23,2018-08-06
0367,Kristofer Halvorson,Kristofer,Halvorson,18,P,1994-10-14,Marry,Male,34,2019-01-29,2018-08-01
0368,Lewis Mitchell,Lewis,Mitchell,11,P,1957-01-25,Marry,Female,29,2019-09-16,2018-08-26
0369,Damien Schowalter,Damien,Schowalter,12,C,1960-08-03,Single,Female,36,2019-06-25,2018-04-01
0370,Bo Fay,Bo,Fay,11,P,1985-03-18,Single,Male,37,2019-05-28,2018-12-03
0371,Ivana Thiel,Ivana,Thiel,10,P,1957-02-23,Single,Male,45,2019-06-17,2018-11-18
0372,Issac Heathcote,Issac,Heathcote,19,P,1990-05-12,Single,Female,39,2019-08-30,2018-06-11
0373,Meryl Christiansen,Meryl,Christiansen,15,P,1958-07-21,Marry,Male,30,2019-02-11,2018-01-13
0374,Ester Murphy,Ester,Murphy,15,P,1978-06-01,Single,Female,34,2019-01-10,2018-10-22
0375,Ashley O'Hara,Ashley,O'Hara,20,C,1988-12-06,Marry,Female,35,2019-01-19,2018-07-02
0376,Hector Bins,Hector,Bins,19,P,1972-01-11,Single,Female,47,2019-08-21,2018-12-20
0377,Luci Steuber,Luci,Steuber,19,C,1974-05-13,Marry,Male,34,2019-06-13,2018-03-30
0378,Mimi Ward,Mimi,Ward,10,P,1976-11-30,Single,Female,31,2019-04-09,2018-06-13
0379,Wilton Abernathy,Wilton,Abernathy,20,C,1976-06-13,Single,Female,28,2019-10-22,2018-10-25
0380,Norma Hintz,Norma,Hintz,11,P,1983-08-05,Marry,Male,44,2019-10-23,2018-03-30
0381,Emanuel Bailey,Emanuel,Bailey,13,C,1985-12-03,Single,Male,41,2019-01-06,2018-02-20
0382,Mitzi Satterfield,Mitzi,Satterfield,18,P,1970-09-17,Marry,Male,29,2019-10-21,2018-10-29
0383,Emmanuel Gorczany,Emmanuel,Gorczany,11,C,1969-04-04,Marry,Female,46,2019-08-14,2018-11-09
0384,Lashandra Beier,Lashandra,Beier,13,P,1961-06-30,Marry,Female,34,2019-12-31,2018-10-23
0385,Armand Wolff,Armand,Wolff,12,C,1986-05-08,Marry,Male,35,2019-02-13,2018-08-15
0386,Vern Heathcote,Vern,Heathcote,15,P,1996-08-01,Single,Male,43,2019-04-28,2018-04-26
0387,Charley Kassulke,Charley,Kassulke,20,C,1973-12-23,Marry,Male,44,2019-10-09,2018-11-13
0388,Eddie Baumbach,Eddie,Baumbach,20,C,1970-11-19,Marry,Male,46,2019-08-25,2018-08-12
0389,King Lynch,King,Lynch,18,P,1994-01-10,Marry,Female,36,2019-12-15,2018-01-15
0390,Moses Kessler,Moses,Kessler,18,P,1981-03-14,Marry,Female,38,2019-04-19,2018-06-20
0391,Nicolas Abbott,Nicolas,Abbott,18,P,1993-05-01,Single,Male,28,2019-08-27,2018-07-09
0392,Perry Hane,Perry,Hane,13,P,1971-07-25,Marry,Female,39,2019-08-28,2018-12-27
0393,Nicky Streich,Nicky,Streich,13,P,1989-07-01,Single,Male,41,2019-05-14,2018-07-25
0394,Arturo Stark,Arturo,Stark,13,P,1974-06-19,Marry,Male,28,2019-02-02,2018-12-04
0395,Sung Renner,Sung,Renner,13,C,1979-04-04,Marry,Female,39,2019-12-16,2018-03-02
0396,Mike Schmitt,Mike,Schmitt,20,P,1981-01-09,Marry,Female,29,2019-07-03,2018-01-25
0397,Elvis Stroman,Elvis,Stroman,12,P,1979-06-30,Single,Female,50,2019-03-24,2018-05-30
0398,Augustine Lynch,Augustine,Lynch,14,P,1985-03-03,Marry,Female,32,2019-06-10,2018-01-05
0399,Tomeka Towne,Tomeka,Towne,12,C,1993-10-15,Single,Male,28,2019-01-21,2018-08-17
0400,Jamison Dietrich,Jamison,Dietrich,19,P,1961-05-13,Marry,Female,43,2019-07-26,2018-05-03
0401,Israel VonRueden,Israel,VonRueden,13,C,1978-09-27,Marry,Female,41,2019-01-03,2018-07-25
0402,Gabriela Nolan,Gabriela,Nolan,14,P,1975-02-19,Marry,Female,35,2019-07-11,2018-08-24
0403,Barry Ankunding,Barry,Ankunding,18,P,1995-07-28,Single,Female,41,2019-02-26,2018-11-19
0404,Felix Dare,Felix,Dare,17,P,1974-04-16,Marry,Female,35,2019-03-30,2018-08-20
0405,Marty Ebert,Marty,Ebert,11,C,1975-07-05,Marry,Female,40,2019-10-09,2018-05-12
0406,Eli Morar,Eli,Morar,10,C,1983-07-02,Single,Male,41,2019-09-16,2018-12-26
0407,Robert Leffler,Robert,Leffler,12,C,1967-09-26,Marry,Male,50,2019-02-20,2018-04-22
0408,Alonzo Corwin,Alonzo,Corwin,12,C,1986-08-15,Marry,Female,36,2019-11-28,2018-01-07
0409,Narcisa Corkery,Narcisa,Corkery,17,P,1963-05-21,Marry,Male,45,2019-11-30,2018-02-11
0410,Benny Altenwerth,Benny,Altenwerth,18,P,1966-06-11,Single,Female,35,2019-07-03,2018-06-26
0411,Joyce Becker,Joyce,Becker,10,C,1971-05-21,Single,Male,38,2019-09-25,2018-06-13
0412,Elfrieda Ritchie,Elfrieda,Ritchie,19,P,1993-07-26,Marry,Male,48,2019-07-11,2018-06-13
0413,Douglass Bayer,Douglass,Bayer,17,P,1964-10-18,Marry,Female,28,2019-12-25,2018-06-15
0414,Evelina Bosco,Evelina,Bosco,15,C,1968-10-22,Marry,Male,29,2019-03-30,2018-12-07
0415,Cameron Swaniawski,Cameron,Swaniawski,14,C,1980-09-03,Marry,Male,46,2019-09-16,2018-02-07
0416,Jody Grant,Jody,Grant,15,C,1993-06-02,Marry,Female,49,2019-02-09,2018-09-19
0417,Clemente Weber,Clemente,Weber,18,P,1989-01-21,Single,Male,32,2019-04-23,2018-02-20
0418,Elvera Mertz,Elvera,Mertz,19,C,1990-07-18,Marry,Female,39,2019-11-22,2018-01-31
0419,Josphine Sporer,Josphine,Sporer,16,P,1967-02-10,Single,Male,49,2019-09-23,2018-08-03
0420,Waneta Bednar,Waneta,Bednar,20,C,1986-01-12,Marry,Male,30,2019-12-30,2018-09-16
0421,Caroll Schulist,Caroll,Schulist,10,P,1957-12-24,Marry,Female,45,2019-03-12,2018-10-19
0422,Damon Stroman,Damon,Stroman,19,C,1995-05-17,Single,Male,43,2019-09-22,2018-10-15
0423,Carmina Fritsch,Carmina,Fritsch,17,P,1978-09-22,Single,Male,49,2019-01-12,2018-12-18
0424,Sal Feest,Sal,Feest,17,C,1973-02-22,Marry,Male,32,2019-07-21,2018-04-17
0425,Caitlin Jones,Caitlin,Jones,19,P,1971-06-27,Marry,Female,44,2019-10-06,2018-05-20
0426,Ha Rice,Ha,Rice,16,P,1996-08-16,Marry,Female,31,2019-10-03,2018-01-09
0427,Guillermo Vandervort,Guillermo,Vandervort,16,C,1968-03-29,Marry,Female,29,2019-08-16,2018-04-07
0428,Loyd Wehner,Loyd,Wehner,19,C,1957-12-16,Single,Male,39,2019-10-25,2018-03-14
0429,Britteny Emard,Britteny,Emard,18,P,1959-04-03,Marry,Female,38,2019-06-27,2018-06-09
0430,Alvaro Kuhn,Alvaro,Kuhn,20,C,1979-04-27,Single,Female,38,2019-02-08,2018-08-13
0431,Ward Waelchi,Ward,Waelchi,19,P,1974-09-17,Single,Male,29,2019-04-09,2018-02-23
0432,Ellsworth Keeling,Ellsworth,Keeling,11,C,1984-01-06,Single,Male,47,2019-04-06,2018-05-16
0433,Magdalen Herzog,Magdalen,Herzog,13,P,1957-10-09,Marry,Male,45,2019-12-08,2018-10-31
0434,Jerrell Mraz,Jerrell,Mraz,17,C,1977-02-09,Marry,Male,31,2019-05-27,2018-08-03
0435,Rory Lehner,Rory,Lehner,19,C,1965-03-05,Marry,Male,30,2019-02-17,2018-09-12
0436,Hubert Reynolds,Hubert,Reynolds,15,C,1993-04-24,Single,Female,29,2019-04-21,2018-09-22
0437,Mack Torphy,Mack,Torphy,13,P,1960-03-28,Marry,Male,47,2019-11-21,2018-11-16
0438,Maynard Streich,Maynard,Streich,19,C,1963-02-26,Marry,Male,38,2019-06-02,2018-10-01
0439,Alphonso Heaney,Alphonso,Heaney,10,P,1959-04-20,Single,Female,50,2019-08-09,2018-09-20
0440,Carlton Nikolaus,Carlton,Nikolaus,20,P,1958-02-19,Marry,Male,50,2019-11-22,2018-04-21
0441,Junior Hickle,Junior,Hickle,14,P,1978-12-16,Marry,Male,32,2019-04-23,2018-12-17
0442,Wiley Crooks,Wiley,Crooks,15,C,1991-03-14,Single,Male,33,2019-04-19,2018-03-09
0443,Keneth Dickens,Keneth,Dickens,15,C,1989-08-31,Marry,Male,40,2019-04-05,2018-10-26
0444,Marcell Stamm,Marcell,Stamm,18,C,1996-11-21,Marry,Male,48,2019-01-21,2018-03-13
0445,Deneen Ebert,Deneen,Ebert,17,P,1989-05-06,Marry,Male,43,2019-12-06,2018-10-22
0446,Dane Block,Dane,Block,10,P,1979-10-22,Single,Male,32,2019-06-15,2018-02-04
0447,Reuben Beier,Reuben,Beier,18,C,1996-10-20,Single,Male,36,2019-04-28,2018-01-15
0448,Lorenzo Buckridge,Lorenzo,Buckridge,18,C,1978-07-26,Single,Male,29,2019-10-27,2018-06-25
0449,Pete Beahan,Pete,Beahan,15,C,1963-01-04,Single,Female,40,2019-09-06,2018-04-12
0450,Milda Hodkiewicz,Milda,Hodkiewicz,15,P,1965-05-26,Single,Male,48,2019-01-18,2018-02-17
0451,Jessie Sanford,Jessie,Sanford,14,P,1966-03-22,Marry,Female,45,2019-06-15,2018-09-27
0452,Russ Glover,Russ,Glover,20,C,1957-03-08,Single,Male,47,2019-05-22,2018-10-29
0453,Barry Gleason,Barry,Gleason,13,C,1991-02-23,Marry,Female,40,2019-10-07,2018-03-15
0454,Clark Hintz,Clark,Hintz,12,P,1996-02-04,Marry,Female,45,2019-12-02,2018-12-13
0455,Princess Ankunding,Princess,Ankunding,15,C,1957-09-27,Single,Female,40,2019-09-01,2018-02-13
0456,Deeann King,Deeann,King,14,C,1981-05-08,Marry,Female,33,2019-07-06,2018-06-16
0457,Stephany Waters,Stephany,Waters,10,P,1969-10-08,Marry,Female,36,2019-07-31,2018-04-14
0458,Reda Watsica,Reda,Watsica,18,P,1957-09-18,Marry,Female,47,2019-01-16,2018-07-10
0459,Evelynn Bode,Evelynn,Bode,14,P,1988-05-27,Single,Male,33,2019-11-01,2018-08-28
0460,Foster Nienow,Foster,Nienow,11,C,1964-12-23,Marry,Male,27,2019-11-05,2018-04-02
0461,Mark McKenzie,Mark,McKenzie,19,C,1995-01-20,Marry,Female,39,2019-10-16,2018-06-05
0462,Toby Hettinger,Toby,Hettinger,14,C,1957-10-11,Single,Male,46,2019-03-11,2018-08-10
0463,Ranee Kub,Ranee,Kub,17,P,1975-03-15,Single,Female,35,2019-01-16,2018-04-09
0464,Cameron Hilll,Cameron,Hilll,11,C,1962-11-23,Marry,Male,34,2019-09-24,2018-09-23
0465,Ollie Murphy,Ollie,Murphy,16,P,1967-07-30,Single,Female,42,2019-11-08,2018-11-26
0466,Arlie Reynolds,Arlie,Reynolds,10,P,1994-01-02,Single,Female,39,2019-01-07,2018-01-27
0467,Alphonse Schulist,Alphonse,Schulist,14,C,1972-10-15,Single,Female,45,2019-04-16,2018-07-28
0468,Marvel Hettinger,Marvel,Hettinger,10,P,1967-03-07,Marry,Male,39,2019-03-30,2018-05-21
0469,Julian Abernathy,Julian,Abernathy,19,C,1968-09-22,Single,Male,49,2019-09-21,2018-08-16
0470,Vallie Bosco,Vallie,Bosco,19,P,1961-03-26,Single,Male,36,2019-07-09,2018-08-03
0471,Garth Kunze,Garth,Kunze,11,C,1962-12-16,Marry,Male,44,2019-07-12,2018-09-12
0472,Ahmed Zieme,Ahmed,Zieme,14,C,1990-05-07,Single,Male,34,2019-02-28,2018-06-02
0473,Nidia McClure,Nidia,McClure,12,C,1995-02-17,Single,Female,32,2019-02-05,2018-03-24
0474,Terrence Brekke,Terrence,Brekke,18,P,1960-01-24,Marry,Male,31,2019-09-09,2018-12-04
0475,Maya Wyman,Maya,Wyman,20,P,1972-03-18,Marry,Female,37,2019-05-05,2018-09-16
0476,Anika Fisher,Anika,Fisher,14,C,1966-01-17,Single,Female,45,2019-09-20,2018-01-05
0477,Shana Spencer,Shana,Spencer,10,P,1960-11-12,Marry,Male,43,2019-04-17,2018-01-06
0478,Sheldon Weissnat,Sheldon,Weissnat,15,C,1992-11-05,Single,Female,29,2019-10-24,2018-01-12
0479,Dwain Effertz,Dwain,Effertz,18,P,1989-10-22,Marry,Male,33,2019-10-22,2018-09-13
0480,Aleisha Borer,Aleisha,Borer,10,C,1994-11-14,Single,Male,45,2019-08-25,2018-11-12
0481,Mirtha Sawayn,Mirtha,Sawayn,20,P,1985-08-12,Single,Female,38,2019-08-05,2018-12-11
0482,Dane Kutch,Dane,Kutch,15,P,1988-09-03,Single,Male,41,2019-01-11,2018-05-03
0483,Marry Volkman,Marry,Volkman,14,P,1958-10-26,Single,Male,40,2019-09-11,2018-03-29
0484,Edwardo Crooks,Edwardo,Crooks,12,C,1983-05-28,Marry,Male,43,2019-07-16,2018-06-03
0485,Ray Lynch,Ray,Lynch,15,C,1977-10-04,Marry,Female,33,2019-05-18,2018-06-10
0486,Audie Stark,Audie,Stark,13,C,1989-01-03,Marry,Female,39,2019-11-18,2018-08-10
0487,Regena Turner,Regena,Turner,15,C,1976-11-29,Marry,Female,50,2019-04-28,2018-06-29
0488,Trinidad D'Amore,Trinidad,D'Amore,15,C,1979-08-16,Single,Male,50,2019-07-31,2018-10-31
0489,Chet Schuppe,Chet,Schuppe,20,C,1980-05-22,Marry,Male,45,2019-11-10,2018-12-20
0490,Quincy Rippin,Quincy,Rippin,13,P,1983-02-16,Single,Male,39,2019-05-18,2018-04-16
0491,Shellie Cummerata,Shellie,Cummerata,17,C,1979-09-20,Marry,Male,30,2019-09-17,2018-05-20
0492,Otha Gottlieb,Otha,Gottlieb,16,C,1977-03-16,Marry,Male,39,2019-03-03,2018-05-30
0493,Amal Jast,Amal,Jast,11,C,1969-07-25,Marry,Male,35,2019-02-25,2018-03-18
0494,Charlette Jones,Charlette,Jones,19,P,1995-05-31,Single,Male,46,2019-05-09,2018-01-10
0495,Denny Runolfsdottir,Denny,Runolfsdottir,17,C,1993-05-24,Single,Male,36,2019-01-12,2018-01-03
